address,city,state,zipcode,property_type,square_footage,lot_size,num_rooms,num_bedrooms,num_baths,year_built,last_sale_amount,last_sale_date,estimated_value
1134 Saint Paul St,Denver,CO,80206,Single Family Residence,1180,4160.00,6,2,2.000,1911,435000,2008-06-20,710970
1735 Gaylord St,Denver,CO,80206,Single Family Residence,2274,5000.00,9,0,2.000,1903,78864,1985-12-01,684100
573 Race St,Denver,CO,80206,Single Family Residence,1508,7026.00,6,3,2.000,1910,729000,2014-05-20,2690705
1406 Clayton St,Denver,CO,80206,Single Family Residence,2890,4393.00,16,6,5.000,1897,560000,2014-06-11,863561
2040 Albion St,Denver,CO,80207,Single Family Residence,2870,6250.00,7,4,5.000,1910,544000,2004-01-12,1156826
2421 Oneida St,Denver,CO,80207,Single Family Residence,972,7150.00,5,2,1.000,1948,395575,2016-06-06,405838
2540 Dexter St,Denver,CO,80207,Single Family Residence,1393,4460.00,6,2,2.000,1911,325000,2009-10-29,574025
520 S Harrison Ln,Denver,CO,80209,Single Family Residence,2549,10800.00,7,3,2.000,1969,0,2002-07-29,964456
1035 S Jackson St,Denver,CO,80209,Single Family Residence,857,6250.00,4,2,1.000,1951,80000,1981-05-01,453291
1591 S Marion St,Denver,CO,80210,Single Family Residence,2661,4610.00,8,3,4.000,2007,642000,2012-01-17,1008423
1250 S Logan St,Denver,CO,80210,Single Family Residence,985,5210.00,5,2,2.000,1926,272000,2004-09-13,504772
2034 S Sherman St,Denver,CO,80210,Single Family Residence,744,4690.00,4,2,2.000,1947,388500,2016-02-18,467466
2595 S Fillmore St,Denver,CO,80210,Single Family Residence,3917,7500.00,10,4,5.000,2004,1555000,2016-03-30,1682671
4750 N Clay St,Denver,CO,80211,Single Family Residence,714,6250.00,4,2,1.000,1948,55000,1998-06-03,300798
4350 Bryant St,Denver,CO,80211,Single Family Residence,770,4700.00,4,1,2.000,1915,255000,2005-12-19,479775
3110 W 40th Ave,Denver,CO,80211,Single Family Residence,1040,6250.00,5,2,2.000,1915,467500,2013-04-26,523304
5017 W 41st Ave,Denver,CO,80212,Single Family Residence,577,1989.00,4,2,1.000,1921,212000,2014-11-03,304476
2915 Osceola St,Denver,CO,80212,Single Family Residence,1012,4770.00,5,2,1.000,1910,49000,1978-12-01,470483
4595 Wolff St,Denver,CO,80212,Single Family Residence,889,6250.00,4,2,2.000,1953,382500,2013-04-01,571920
751 N Williams St,Denver,CO,80218,Single Family Residence,2104,4680.00,7,3,3.000,1908,270000,1996-09-01,1305923
207 S Quitman St,Denver,CO,80219,Single Family Residence,810,6240.00,5,2,1.000,1910,68005,2011-12-13,239224
2722 W 2nd Ave,Denver,CO,80219,Single Family Residence,1158,9750.00,5,1,2.000,1906,147500,2010-06-01,288490
1374 S Tennyson St,Denver,CO,80219,Single Family Residence,1043,6660.00,5,3,2.000,1954,162500,2010-01-07,270849
235 S Raleigh St,Denver,CO,80219,Single Family Residence,1216,6240.00,6,4,1.000,1954,125000,1987-08-01,231933
4737 W Byers Pl,Denver,CO,80219,Single Family Residence,828,6520.00,4,2,1.000,1955,130000,2010-05-25,227960
2628 S Tennyson Way,Denver,CO,80219,Single Family Residence,1131,7760.00,6,3,3.000,1957,225000,2005-05-05,335535
4700 W Ada Pl,Denver,CO,80219,Single Family Residence,1108,6700.00,5,3,1.000,1955,53000,1991-03-01,248753
2631 S Zuni St,Denver,CO,80219,Single Family Residence,1429,6000.00,7,3,2.000,1957,65501,1996-07-30,289292
1538 Hudson St,Denver,CO,80220,Single Family Residence,991,4570.00,5,2,2.000,1938,340000,2013-06-04,505370
1220 Ivanhoe St,Denver,CO,80220,Single Family Residence,757,6690.00,4,2,1.000,1951,275000,2015-11-30,313965
5179 Eliot St,Denver,CO,80221,Single Family Residence,1282,6250.00,5,2,2.000,1942,0,2009-05-19,338728
4901 Irving St,Denver,CO,80221,Single Family Residence,2260,6240.00,8,3,3.000,2014,162025,2014-07-24,524973
7088 Huron St,Denver,CO,80221,Single Family Residence,850,7200.00,4,2,2.000,1958,175000,2005-11-17,237416
5185 Umatilla St,Denver,CO,80221,Single Family Residence,1242,7860.00,7,3,2.000,1949,379000,2016-05-13,351352
3057 S Dexter Way,Denver,CO,80222,Single Family Residence,1088,13950.00,5,2,1.000,1951,145000,1999-07-26,388718
2481 S Holly Pl,Denver,CO,80222,Single Family Residence,2398,13024.00,0,4,3.000,1957,45000,1975-03-01,554375
864 S Tejon St,Denver,CO,80223,Single Family Residence,904,7680.00,4,2,1.000,1952,42500,1978-07-01,265399
425 S Locust St,Denver,CO,80224,Single Family Residence,817,6750.00,7,3,2.000,1953,342500,2015-06-04,391879
2886 S Upham St,Denver,CO,80227,Single Family Residence,2116,10300.00,8,4,2.000,1966,179500,1999-05-11,346639
3945 S Depew Way,Denver,CO,80235,Single Family Residence,8043,44300.00,13,6,7.000,1979,35000,1997-03-06,1869034
2811 S Zuni St,Denver,CO,80236,Single Family Residence,1600,6789.00,5,2,2.000,2003,258975,2004-07-22,306858
3523 Yosemite St,Denver,CO,80238,Single Family Residence,1185,3603.00,5,2,3.000,2007,464900,2015-07-20,581378
7768 E 25th Ave,Denver,CO,80238,Single Family Residence,1676,3496.00,7,3,4.000,2002,671388,2007-04-25,568273
5347 Granby St,Denver,CO,80239,Single Family Residence,1060,7950.00,6,3,1.000,1973,38500,1986-05-01,241532
13940 E Elk Pl,Denver,CO,80239,Single Family Residence,2099,7990.00,10,4,4.000,1979,168000,2010-07-21,294424
5090 Enid Way,Denver,CO,80239,Single Family Residence,1754,5412.00,7,3,3.000,1999,153000,2012-07-03,289537
1200 S Elm St,Denver,CO,80246,Single Family Residence,792,6610.00,4,2,1.000,1952,199900,2009-06-02,358279
140 S Dahlia St,Denver,CO,80246,Single Family Residence,2855,7619.00,6,1,4.000,1998,190000,1997-10-21,1304040
4060 Malaya St,Denver,CO,80249,Single Family Residence,1629,6942.00,6,3,3.000,2003,0,2002-06-20,289995
21307 E 55th Pl,Denver,CO,80249,Single Family Residence,1754,4276.00,7,3,2.000,2005,215608,2015-10-01,279114
19599 Randolph Pl,Denver,CO,80249,Single Family Residence,1509,4761.00,6,3,3.000,2005,188100,2006-02-23,270128
4507 Genoa St,Denver,CO,80249,Single Family Residence,816,4990.00,5,2,1.000,1985,181500,2015-02-13,247507
5563 Genoa St,Denver,CO,80249,Single Family Residence,1494,3850.00,7,3,3.000,2006,172600,2006-07-12,268294
4925 Montview Blvd,Denver,CO,80207,Single Family Residence,2389,9670.00,6,4,5.000,1895,725000,2011-07-11,1063358
1233 Quebec St,Denver,CO,80220,Single Family Residence,1534,12200.00,6,3,2.000,1921,159900,1998-04-20,438543
1100 S Race St,Denver,CO,80210,Single Family Residence,2850,6300.00,9,3,4.000,2005,450000,2004-06-21,1402736
715 E 11th Ave,Denver,CO,80203,Single Family Residence,1606,1590.00,6,4,1.000,1901,75000,1986-01-01,431971
1258 S Canosa Ct,Denver,CO,80219,Single Family Residence,1245,6500.00,6,2,2.000,1955,189000,2001-03-21,283830
1883 S Decatur St,Denver,CO,80219,Single Family Residence,1092,6100.00,5,3,1.000,1958,75900,1986-01-01,263952
7900 E Dartmouth Ave # 67,Denver,CO,80231,Single Family Residence,1508,5500.00,5,2,2.000,1987,151000,1987-12-31,403278
844 S Shoshone St,Denver,CO,80223,Single Family Residence,764,7670.00,4,2,1.000,1951,61000,1994-05-01,236376
3546 N Williams St,Denver,CO,80205,Single Family Residence,1934,9564.00,7,2,2.000,1893,0,2010-01-05,497572
8565 E 50th Dr,Denver,CO,80238,Single Family Residence,2836,5345.00,7,3,3.000,2014,649438,2015-02-12,701867
900 Erie St,Denver,CO,80221,Single Family Residence,1000,8560.00,5,3,1.000,1959,0,2009-06-24,279903
6955 Jennie Dr,Denver,CO,80221,Single Family Residence,999,12780.00,5,3,1.000,1960,169100,2000-12-06,236812
5270 Vallejo Way,Denver,CO,80221,Single Family Residence,1631,8680.00,6,3,2.000,2002,259900,2002-09-04,332989
8498 E Louisiana Ave,Denver,CO,80247,Single Family Residence,2784,4356.00,0,4,.000,2013,441998,2013-10-03,573076
3071 S Holly Pl,Denver,CO,80222,Single Family Residence,1301,8102.00,0,3,3.000,1960,155000,1999-01-19,415976
2950 Emporia Ct,Denver,CO,80238,Single Family Residence,2029,4050.00,7,3,4.000,2005,535000,2014-06-12,728729
5274 Chandler Way,Denver,CO,80239,Single Family Residence,1060,10300.00,5,3,1.000,1974,53500,1980-04-01,241581
1305 S Meade St,Denver,CO,80219,Single Family Residence,768,7360.00,4,2,2.000,1955,53900,1992-12-01,261658
1434 S Race St,Denver,CO,80210,Single Family Residence,1295,5510.00,8,2,3.000,1928,427500,2006-04-08,610765
1328 S Acoma St,Denver,CO,80223,Single Family Residence,1004,3125.00,5,2,1.000,1895,104000,2012-03-07,290082
77 S Logan St,Denver,CO,80209,Single Family Residence,1548,2750.00,6,3,2.000,1890,322500,2011-04-18,479643
4951 Fillmore St,Denver,CO,80216,Single Family Residence,1515,5900.00,7,3,1.000,1939,30000,1995-04-20,234257
730 Madison St,Denver,CO,80206,Single Family Residence,1260,5200.00,6,2,2.000,1923,195000,1998-01-07,654206
3070 W 35th Ave,Denver,CO,80211,Single Family Residence,938,6250.00,4,2,1.000,1908,240500,2010-05-07,423909
2777 Ironton St,Denver,CO,80238,Single Family Residence,1421,4546.00,4,2,3.000,2012,384423,2012-12-31,497948
4871 Gray St,Denver,CO,80212,Single Family Residence,1057,6210.00,4,2,2.000,1954,169950,2009-05-01,440150
2233 Poplar St,Denver,CO,80207,Single Family Residence,843,6500.00,4,2,1.000,1950,267000,2016-09-29,283904
3531 N Milwaukee St,Denver,CO,80205,Single Family Residence,1152,9370.00,7,2,2.000,1949,230000,2005-03-14,487560
2581 Elm St,Denver,CO,80207,Single Family Residence,1393,6250.00,7,3,3.000,1925,474900,2012-05-14,748308
5200 Vale Dr,Denver,CO,80246,Single Family Residence,1007,9480.00,5,2,2.000,1961,72500,1995-05-01,418563
351 Meade St,Denver,CO,80219,Single Family Residence,672,6000.00,4,1,1.000,1930,150000,2004-07-29,199684
1395 Bellaire St,Denver,CO,80220,Single Family Residence,6459,11900.00,20,5,8.000,1918,1060000,2015-09-02,1519446
3960 Ensenada St,Denver,CO,80249,Single Family Residence,2108,6322.00,8,4,3.000,2002,244390,2003-08-01,320745
885 S Sherman St,Denver,CO,80209,Single Family Residence,1114,6250.00,5,2,2.000,1938,336500,2014-04-10,466183
1041 N Marion St,Denver,CO,80218,Single Family Residence,2530,6250.00,9,4,4.000,1901,45000,1997-02-28,752179
46 N Logan St,Denver,CO,80203,Single Family Residence,2338,4685.00,10,3,3.000,1890,64000,1993-02-26,547396
445 Forest St,Denver,CO,80220,Single Family Residence,3670,6568.00,10,4,4.000,2016,1699000,2016-07-13,1860806
403 S Stuart St,Denver,CO,80219,Single Family Residence,935,6950.00,4,2,1.000,1940,21500,1977-02-01,228937
18800 E 52nd Pl,Denver,CO,80249,Single Family Residence,1524,5408.00,6,2,3.000,2003,162500,2009-10-28,281323
152 S Quince St,Denver,CO,80230,Single Family Residence,2506,7212.00,8,4,4.000,1998,744000,2016-08-26,705118
1198 S Dale Ct,Denver,CO,80219,Single Family Residence,2169,14800.00,7,3,2.000,1955,225000,2006-01-24,324770
1437 Wolff St,Denver,CO,80204,Single Family Residence,958,6250.00,5,2,2.000,1940,137000,2008-06-27,375454
1625 S Milwaukee St,Denver,CO,80210,Single Family Residence,3040,6250.00,8,3,4.000,2015,1200000,2016-04-22,1491961
1585 S Quivas St,Denver,CO,80223,Single Family Residence,742,6110.00,4,1,1.000,1953,92000,1998-09-16,238566
3005 S Ingalls Way,Denver,CO,80227,Single Family Residence,1807,9030.00,7,4,2.000,1961,189900,1999-09-07,359514
4685 Andes St,Denver,CO,80249,Single Family Residence,1444,3280.00,6,3,2.000,2007,163200,2007-08-20,260294
1445 Elm St,Denver,CO,80220,Single Family Residence,958,4690.00,5,2,2.000,1927,452600,2015-06-08,563479
660 Cherry St,Denver,CO,80220,Single Family Residence,3285,6250.00,8,4,5.000,2008,830000,2010-05-26,1700096
2565 S Grove St,Denver,CO,80219,Single Family Residence,1107,6000.00,6,3,1.000,1952,109900,2011-06-08,247371
4624 W 30th Ave,Denver,CO,80212,Single Family Residence,879,6300.00,4,2,2.000,1949,327000,2007-08-16,476510
4590 N Raleigh St,Denver,CO,80212,Single Family Residence,2256,6250.00,10,3,3.000,1904,650000,2014-07-03,823964
1594 S Clayton St,Denver,CO,80210,Single Family Residence,2793,6250.00,9,3,5.000,2001,930000,2012-12-07,1377289
1140 S Dale Ct,Denver,CO,80219,Single Family Residence,889,18500.00,5,2,2.000,1930,139500,1998-02-10,297688
2440 Olive St,Denver,CO,80207,Single Family Residence,988,7150.00,5,3,1.000,1948,180200,2013-03-20,333281
4915 Gray St,Denver,CO,80212,Single Family Residence,1205,9380.00,8,4,2.000,1955,233950,2004-10-12,391010
1575 S Yates St,Denver,CO,80219,Single Family Residence,748,6790.00,4,2,1.000,1955,22000,1990-04-01,289963
8585 E Chenango Ave,Denver,CO,80237,Single Family Residence,1668,9715.00,7,3,3.000,1972,322500,2007-06-30,460619
3240 S Dexter St,Denver,CO,80222,Single Family Residence,2726,8120.00,10,4,4.000,1953,580000,2015-03-09,581352
8552 E Oxford Dr,Denver,CO,80237,Single Family Residence,2125,8270.00,7,4,3.000,1970,301000,2015-07-15,415958
1517 E 36th Ave,Denver,CO,80205,Single Family Residence,1189,2500.00,4,2,1.000,1886,335000,2015-08-28,378323
3974 S Tamarac Dr,Denver,CO,80237,Single Family Residence,1432,11556.00,9,3,3.000,1969,415000,2015-07-14,446886
5514 Lisbon St,Denver,CO,80249,Single Family Residence,1613,5250.00,5,3,3.000,2012,185100,2013-03-19,299842
2700 S Jackson St,Denver,CO,80210,Single Family Residence,775,7150.00,5,2,1.000,1951,180364,2012-07-27,346881
3685 Niagara St,Denver,CO,80207,Single Family Residence,944,7500.00,4,2,2.000,1952,167000,2003-10-28,305304
3415 W 37th Ave,Denver,CO,80211,Single Family Residence,816,6250.00,5,2,2.000,1928,395825,2013-06-11,465767
2926 Newport St,Denver,CO,80207,Single Family Residence,980,7030.00,5,3,2.000,1950,178900,2007-01-18,302885
1320 E 28th Ave,Denver,CO,80205,Single Family Residence,1446,5046.00,5,2,2.000,1884,315100,2014-05-20,480809
4164 S Quince St,Denver,CO,80237,Single Family Residence,2197,8250.00,8,4,3.000,1973,350000,2012-09-04,499906
4565 Bryant St,Denver,CO,80211,Single Family Residence,1395,6250.00,7,2,2.000,1903,419000,2014-09-15,570766
2975 S Raleigh St,Denver,CO,80236,Single Family Residence,1576,9000.00,5,2,2.000,1956,79000,1995-09-27,346869
3455 W 37th Ave,Denver,CO,80211,Single Family Residence,2389,6250.00,8,4,2.000,1927,225000,2002-12-04,1004564
9080 E Eastman Ave,Denver,CO,80231,Single Family Residence,2132,9600.00,7,4,3.000,1968,0,2007-04-25,404112
3825 S Chase St,Denver,CO,80235,Single Family Residence,1940,11500.00,8,3,3.000,1966,234500,2000-05-12,404666
4972 S Iris St,Denver,CO,80123,Single Family Residence,1635,6460.00,6,3,2.000,1983,214000,2003-08-07,322035
3135 Yates St,Denver,CO,80212,Single Family Residence,912,5560.00,5,2,1.000,1937,69000,1980-09-01,467177
263 S Franklin St,Denver,CO,80209,Single Family Residence,894,4130.00,4,2,2.000,1907,210000,2000-01-03,508303
1617 Xavier St,Denver,CO,80204,Single Family Residence,1676,10900.00,5,3,2.000,1953,115000,1999-03-17,567881
7753 E 8th Pl,Denver,CO,80230,Single Family Residence,1759,5109.00,7,3,4.000,2001,425000,2011-06-01,666357
280 S Franklin St,Denver,CO,80209,Single Family Residence,935,6710.00,4,2,2.000,1943,185000,2003-06-19,710794
7958 Quivas Way,Denver,CO,80221,Single Family Residence,1118,6000.00,5,3,2.000,1957,174000,2014-12-04,256700
8511 Franklin Dr,Denver,CO,80229,Single Family Residence,960,8190.00,5,3,1.000,1959,0,2008-04-07,236957
4771 Gaylord St,Denver,CO,80216,Single Family Residence,1097,3910.00,4,1,1.000,1895,0,1998-02-19,204788
3230 S Krameria St,Denver,CO,80222,Single Family Residence,2249,10279.00,7,3,3.000,1969,143300,1991-04-09,448429
2960 S Madison St,Denver,CO,80210,Single Family Residence,1078,9140.00,5,3,1.000,1953,428500,2016-06-10,418618
1485 S Josephine St,Denver,CO,80210,Single Family Residence,815,6250.00,5,2,1.000,1949,52500,1982-09-01,448554
3232 Ivanhoe St,Denver,CO,80207,Single Family Residence,942,6250.00,4,2,2.000,1954,0,1997-01-02,328942
8431 Dawson Dr,Denver,CO,80229,Single Family Residence,825,7350.00,5,2,2.000,1962,125900,2007-10-19,243367
7990 Robin Ln,Denver,CO,80221,Single Family Residence,1231,6622.00,5,3,2.000,1955,212500,2014-03-18,298883
8520 Faraday St,Denver,CO,80229,Single Family Residence,816,8680.00,4,2,2.000,1959,190000,2014-09-22,238367
7829 Florado St,Denver,CO,80221,Single Family Residence,950,6600.00,7,5,2.000,1957,184900,2014-04-03,279007
3093 Carter Cir,Denver,CO,80222,Single Family Residence,2322,12981.00,0,4,3.000,1965,200000,2009-02-05,502913
3301 W 26th Ave,Denver,CO,80211,Single Family Residence,1048,6110.00,5,2,3.000,1929,544900,2013-03-01,711039
1207 S High St,Denver,CO,80210,Single Family Residence,2445,6300.00,9,4,4.000,1925,880000,2010-06-02,1150659
5583 Jasper St,Denver,CO,80239,Single Family Residence,1779,5395.00,6,3,3.000,2005,227425,2005-11-16,289459
3455 W Center Ave,Denver,CO,80219,Single Family Residence,1106,6650.00,6,3,1.000,1936,55000,1996-08-27,241476
4105 W Vassar Ave,Denver,CO,80219,Single Family Residence,1384,8950.00,5,3,3.000,1957,170000,2011-01-03,337203
19651 E 48th Pl,Denver,CO,80249,Single Family Residence,1858,5842.00,7,3,3.000,2004,195000,2007-02-27,295798
2123 S Xavier St,Denver,CO,80219,Single Family Residence,863,7150.00,4,2,1.000,1955,0,1990-03-28,302607
19823 E 47th Ave,Denver,CO,80249,Single Family Residence,1508,3318.00,7,3,3.000,2004,146200,2004-11-16,275154
2218 S Patton Ct,Denver,CO,80219,Single Family Residence,1096,6500.00,6,3,2.000,1954,289000,2016-08-10,311362
2157 S Gilpin St,Denver,CO,80210,Single Family Residence,793,6250.00,4,2,2.000,1940,193000,2002-10-24,474139
4146 N Clay St,Denver,CO,80211,Single Family Residence,1246,6600.00,5,3,2.000,1908,279900,2004-08-31,537961
3320 W Iowa Ave,Denver,CO,80219,Single Family Residence,1116,6000.00,6,3,2.000,1955,166000,2000-08-02,265299
4431 N Clay St,Denver,CO,80211,Single Family Residence,1049,4690.00,5,2,1.000,1915,72500,1994-02-15,429192
90 S Trenton St,Denver,CO,80230,Single Family Residence,1836,3122.00,7,3,4.000,1999,460000,2007-12-04,585524
1360 S Stuart Way,Denver,CO,80219,Single Family Residence,1109,7120.00,5,3,1.000,1954,187500,2004-12-15,254174
1689 Adams St,Denver,CO,80206,Single Family Residence,1668,4687.00,7,3,3.000,1905,465000,2009-07-30,797938
5564 Fundy St,Denver,CO,80249,Single Family Residence,1494,3080.00,7,3,3.000,2006,142900,2008-04-03,269477
154 S Eudora St,Denver,CO,80246,Single Family Residence,2580,12500.00,6,3,3.000,1953,0,2005-02-07,1067335
1571 S Newton St,Denver,CO,80219,Single Family Residence,1411,7020.00,5,3,2.000,1952,96001,2008-01-14,271836
349 Delaware St,Denver,CO,80223,Single Family Residence,970,3120.00,6,3,1.000,1913,22500,1977-06-01,390446
1570 W Burlington Pl,Denver,CO,80221,Single Family Residence,1502,6910.00,5,2,1.000,1954,259000,2015-07-20,338644
1826 S Canosa Ct,Denver,CO,80219,Single Family Residence,1508,6300.00,8,4,3.000,1957,140000,2011-06-30,288595
2309 Fairfax St,Denver,CO,80207,Single Family Residence,960,4690.00,6,2,2.000,1926,268000,2002-02-05,506407
844 S Columbine St,Denver,CO,80209,Single Family Residence,4123,7664.00,20,3,5.000,2006,618400,2006-01-23,2150198
2821 Hudson St,Denver,CO,80207,Single Family Residence,1085,6250.00,5,2,2.000,1950,443000,2015-03-23,530178
553 S Logan St,Denver,CO,80209,Single Family Residence,836,3120.00,5,2,1.000,1888,198000,2005-06-04,387400
1818 S Elm St,Denver,CO,80222,Single Family Residence,1002,6500.00,5,3,2.000,1954,279000,2012-06-04,437596
1109 Harrison St,Denver,CO,80206,Single Family Residence,1684,5940.00,7,2,2.000,1911,490000,2015-02-24,738419
4336 Cathay St,Denver,CO,80249,Single Family Residence,2851,12114.00,9,5,4.000,1998,287000,2013-10-14,410215
3293 S Vrain St,Denver,CO,80236,Single Family Residence,1133,7260.00,6,3,2.000,1957,178500,2008-06-02,307023
2655 Elm St,Denver,CO,80207,Single Family Residence,1068,5250.00,5,2,2.000,1911,339000,2013-02-06,578833
2725 S Harrison St,Denver,CO,80210,Single Family Residence,1078,7180.00,5,2,2.000,1951,130000,1998-05-06,394544
4551 Malaya St,Denver,CO,80249,Single Family Residence,1353,4840.00,5,2,2.000,1986,129900,1999-09-01,258130
7423 E 8th Pl,Denver,CO,80230,Single Family Residence,2319,4500.00,8,4,3.000,2003,456131,2004-01-15,613553
3922 N High St,Denver,CO,80205,Single Family Residence,758,2875.00,4,2,1.000,1888,90000,2004-10-11,260374
2946 S Whiting Way,Denver,CO,80231,Single Family Residence,1917,7500.00,7,3,3.000,1966,100000,1982-05-01,377450
2726 Tamarac St,Denver,CO,80238,Single Family Residence,1451,2240.00,6,3,4.000,2002,485000,2016-06-27,507994
1831 S Tennyson St,Denver,CO,80219,Single Family Residence,1061,6000.00,6,4,2.000,1955,63900,1981-01-01,267744
